id,work_year,experience_level,employment_type,job_title,department,Salary_in_usd,employee_residence,job_type,company_location,company_size
258,2021,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",185000,USA,Hybrid,USA,"Large Enterprise"
259,2021,Senior,"full time","Director of Data Science","Data Science",141846,Germany,"On Site",Germany,"Large Enterprise"
260,2021,mid-level,"full time","Data Scientist","Data Science",130000,USA,Hybrid,USA,"Large Enterprise"
261,2021,Senior,"full time","Data Analyst","Data Analysis",63831,Germany,Hybrid,Germany,"Large Enterprise"
262,2021,mid-level,"full time","Data Scientist","Data Science",16904,India,Remote,India,"Small Enterprise"
263,2021,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",66265,India,"On Site",India,"Large Enterprise"
264,2021,mid-level,"full time","Data Scientist","Data Science",25532,Serbia,Remote,Germany,"Small Enterprise"
265,2021,Senior,"full time","Lead Data Engineer","Data Engineering",160000,"Puerto Rico",Hybrid,USA,"Small Enterprise"
266,2021,mid-level,"full time","Data Engineer","Data Engineering",93150,USA,"On Site",USA,"Medium Enterprise"
267,2021,mid-level,"full time","Data Engineer","Data Engineering",111775,USA,"On Site",USA,"Medium Enterprise"
268,2021,mid-level,"full time","Data Engineer","Data Engineering",28016,Turkey,Remote,Turkey,"Medium Enterprise"
269,2021,Junior,"full time","Data Engineer","Data Engineering",65013,Germany,Hybrid,Germany,"Medium Enterprise"
270,2021,Junior,"full time","Data Engineer","Data Engineering",72500,USA,Remote,USA,"Large Enterprise"
271,2021,Senior,"full time","Computer Vision Engineer","Data Engineering",18907,Brazil,"On Site",Brazil,"Medium Enterprise"
272,2021,Junior,"full time","Data Science Consultant","Data Science",76833,Germany,"On Site",Germany,"Large Enterprise"
273,2021,Junior,"full time","Machine Learning Engineer","Artificial Intelligence",85000,Netherlands,Remote,Germany,"Small Enterprise"
274,2021,Senior,"full time","Data Scientist","Data Science",77684,France,Hybrid,France,"Medium Enterprise"
275,2021,Junior,"full time","Data Scientist","Data Science",100000,USA,Remote,USA,"Medium Enterprise"
276,2021,Junior,"full time","Data Scientist","Data Science",58000,USA,Hybrid,USA,"Large Enterprise"
277,2021,Senior,"full time","AI Scientist","Data Science",55000,Spain,Remote,Spain,"Large Enterprise"
278,2021,Senior,"full time","Data Scientist","Data Science",20171,Turkey,Hybrid,Turkey,"Large Enterprise"
279,2021,Junior,"full time","Business Data Analyst","Data Analysis",59102,Luxembourg,Remote,Luxembourg,"Large Enterprise"
280,2021,mid-level,"full time","Data Engineer","Data Engineering",112000,USA,Remote,USA,"Large Enterprise"
281,2021,Junior,"full time","Research Scientist","Data Science",100000,Jersey,"On Site",China,"Large Enterprise"
282,2021,mid-level,"part time","Data Engineer","Data Engineering",69741,Netherlands,Remote,Netherlands,"Large Enterprise"
283,2021,Senior,contract,"Staff Data Scientist","Data Science",105000,USA,Remote,USA,"Medium Enterprise"
284,2021,mid-level,"full time","Research Scientist","Data Science",69999,"Czech Republic",Hybrid,"Czech Republic","Large Enterprise"
285,2021,Senior,"full time","Data Science Manager","Data Science",94665,India,Hybrid,India,"Large Enterprise"
286,2021,Senior,"full time","Head of Data","Data Engineering",102839,Slovenia,Remote,Slovenia,"Large Enterprise"
287,2021,mid-level,"full time","Data Scientist","Data Science",109000,USA,Hybrid,USA,"Large Enterprise"
288,2021,mid-level,"full time","Machine Learning Engineer","Artificial Intelligence",51064,Italy,Hybrid,Italy,"Large Enterprise"
289,2022,Senior,"full time","Data Engineer","Data Engineering",135000,USA,Remote,USA,"Medium Enterprise"
290,2022,Senior,"full time","Data Analyst","Data Analysis",155000,USA,Remote,USA,"Medium Enterprise"
291,2022,Senior,"full time","Data Analyst","Data Analysis",120600,USA,Remote,USA,"Medium Enterprise"
292,2022,mid-level,"full time","Data Scientist","Data Science",130000,USA,"On Site",USA,"Medium Enterprise"
293,2022,mid-level,"full time","Data Scientist","Data Science",90000,USA,"On Site",USA,"Medium Enterprise"
294,2022,mid-level,"full time","Data Engineer","Data Engineering",170000,USA,Remote,USA,"Medium Enterprise"
295,2022,mid-level,"full time","Data Engineer","Data Engineering",150000,USA,Remote,USA,"Medium Enterprise"
296,2022,Senior,"full time","Data Analyst","Data Analysis",102100,USA,Remote,USA,"Medium Enterprise"
297,2022,Senior,"full time","Data Analyst","Data Analysis",84900,USA,Remote,USA,"Medium Enterprise"
298,2022,Senior,"full time","Data Scientist","Data Science",136620,USA,Remote,USA,"Medium Enterprise"
299,2022,Senior,"full time","Data Scientist","Data Science",99360,USA,Remote,USA,"Medium Enterprise"
300,2022,Senior,"full time","Data Scientist","Data Science",117789,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
301,2022,Senior,"full time","Data Scientist","Data Science",104702,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
302,2022,Senior,"full time","Data Scientist","Data Science",146000,USA,Remote,USA,"Medium Enterprise"
303,2022,Senior,"full time","Data Scientist","Data Science",123000,USA,Remote,USA,"Medium Enterprise"
304,2022,Junior,"full time","Data Engineer","Data Engineering",52351,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
305,2022,Senior,"full time","Data Analyst","Data Analysis",99000,USA,"On Site",USA,"Medium Enterprise"
306,2022,Senior,"full time","Data Analyst","Data Analysis",116000,USA,"On Site",USA,"Medium Enterprise"
307,2022,mid-level,"full time","Data Analyst","Data Analysis",106260,USA,"On Site",USA,"Medium Enterprise"
308,2022,mid-level,"full time","Data Analyst","Data Analysis",126500,USA,"On Site",USA,"Medium Enterprise"
309,2022,Senior,"full time","Data Engineer","Data Engineering",242000,USA,Remote,USA,"Medium Enterprise"
310,2022,Senior,"full time","Data Engineer","Data Engineering",200000,USA,Remote,USA,"Medium Enterprise"
311,2022,mid-level,"full time","Data Scientist","Data Science",65438,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
312,2022,mid-level,"full time","Data Scientist","Data Science",39263,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
313,2022,mid-level,"full time","Data Engineer","Data Engineering",78526,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
314,2022,mid-level,"full time","Data Engineer","Data Engineering",52351,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
315,2022,Senior,"full time","Data Scientist","Data Science",165220,USA,Remote,USA,"Medium Enterprise"
316,2022,Junior,"full time","Data Engineer","Data Engineering",45807,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
317,2022,Senior,"full time","Data Scientist","Data Science",120160,USA,Remote,USA,"Medium Enterprise"
318,2022,Senior,"full time","Data Analyst","Data Analysis",90320,USA,Remote,USA,"Medium Enterprise"
319,2022,Senior,"full time","Data Engineer","Data Engineering",181940,USA,"On Site",USA,"Medium Enterprise"
320,2022,Senior,"full time","Data Engineer","Data Engineering",132320,USA,"On Site",USA,"Medium Enterprise"
321,2022,Senior,"full time","Data Engineer","Data Engineering",220110,USA,"On Site",USA,"Medium Enterprise"
322,2022,Senior,"full time","Data Engineer","Data Engineering",160080,USA,"On Site",USA,"Medium Enterprise"
323,2022,Senior,"full time","Data Scientist","Data Science",180000,USA,"On Site",USA,"Large Enterprise"
324,2022,Senior,"full time","Data Scientist","Data Science",120000,USA,"On Site",USA,"Large Enterprise"
325,2022,Senior,"full time","Data Analyst","Data Analysis",124190,USA,Remote,USA,"Medium Enterprise"
326,2022,Senior,"full time","Data Analyst","Data Analysis",130000,USA,Remote,USA,"Medium Enterprise"
327,2022,Senior,"full time","Data Analyst","Data Analysis",110000,USA,Remote,USA,"Medium Enterprise"
328,2022,Senior,"full time","Data Analyst","Data Analysis",170000,USA,Remote,USA,"Medium Enterprise"
329,2022,mid-level,"full time","Data Analyst","Data Analysis",115500,USA,Remote,USA,"Medium Enterprise"
330,2022,Senior,"full time","Data Analyst","Data Analysis",112900,USA,Remote,USA,"Medium Enterprise"
331,2022,Senior,"full time","Data Analyst","Data Analysis",90320,USA,Remote,USA,"Medium Enterprise"
332,2022,Senior,"full time","Data Analyst","Data Analysis",112900,USA,Remote,USA,"Medium Enterprise"
333,2022,Senior,"full time","Data Analyst","Data Analysis",90320,USA,Remote,USA,"Medium Enterprise"
334,2022,Senior,"full time","Data Engineer","Data Engineering",165400,USA,Remote,USA,"Medium Enterprise"
335,2022,Senior,"full time","Data Engineer","Data Engineering",132320,USA,Remote,USA,"Medium Enterprise"
336,2022,mid-level,"full time","Data Analyst","Data Analysis",167000,USA,Remote,USA,"Medium Enterprise"
337,2022,Senior,"full time","Data Engineer","Data Engineering",243900,USA,Remote,USA,"Medium Enterprise"
338,2022,Senior,"full time","Data Analyst","Data Analysis",136600,USA,Remote,USA,"Medium Enterprise"
339,2022,Senior,"full time","Data Analyst","Data Analysis",109280,USA,Remote,USA,"Medium Enterprise"
340,2022,Senior,"full time","Data Engineer","Data Engineering",128875,USA,Remote,USA,"Medium Enterprise"
341,2022,Senior,"full time","Data Engineer","Data Engineering",93700,USA,Remote,USA,"Medium Enterprise"
342,2022,Senior,"full time","Head of Data Science","Data Science",224000,USA,Remote,USA,"Medium Enterprise"
343,2022,Senior,"full time","Head of Data Science","Data Science",167875,USA,Remote,USA,"Medium Enterprise"
344,2022,Senior,"full time","Analytics Engineer","Data Analysis",175000,USA,Remote,USA,"Medium Enterprise"
345,2022,Senior,"full time","Data Engineer","Data Engineering",156600,USA,Remote,USA,"Medium Enterprise"
346,2022,Senior,"full time","Data Engineer","Data Engineering",108800,USA,"On Site",USA,"Medium Enterprise"
347,2022,Senior,"full time","Data Scientist","Data Science",95550,USA,"On Site",USA,"Medium Enterprise"
348,2022,Senior,"full time","Data Engineer","Data Engineering",113000,USA,"On Site",USA,"Large Enterprise"
349,2022,Senior,"full time","Data Analyst","Data Analysis",135000,USA,Remote,USA,"Medium Enterprise"
350,2022,Senior,"full time","Data Science Manager","Data Science",161342,USA,Remote,USA,"Medium Enterprise"
351,2022,Senior,"full time","Data Science Manager","Data Science",137141,USA,Remote,USA,"Medium Enterprise"
352,2022,Senior,"full time","Data Scientist","Data Science",167000,USA,Remote,USA,"Medium Enterprise"
353,2022,Senior,"full time","Data Scientist","Data Science",123000,USA,Remote,USA,"Medium Enterprise"
354,2022,Senior,"full time","Data Engineer","Data Engineering",78526,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
355,2022,Senior,"full time","Data Engineer","Data Engineering",65438,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
356,2022,Senior,"full time","Data Scientist","Data Science",150000,USA,"On Site",USA,"Medium Enterprise"
357,2022,Senior,"full time","Data Scientist","Data Science",211500,USA,Remote,USA,"Medium Enterprise"
358,2022,Senior,"full time","Data Architect","Data Architecture",192400,Canada,Remote,Canada,"Medium Enterprise"
359,2022,Senior,"full time","Data Architect","Data Architecture",90700,Canada,Remote,Canada,"Medium Enterprise"
360,2022,Senior,"full time","Data Analyst","Data Analysis",130000,Canada,Remote,Canada,"Medium Enterprise"
361,2022,Senior,"full time","Data Analyst","Data Analysis",61300,Canada,Remote,Canada,"Medium Enterprise"
362,2022,Senior,"full time","Data Analyst","Data Analysis",130000,Canada,Remote,Canada,"Medium Enterprise"
363,2022,Senior,"full time","Data Analyst","Data Analysis",61300,Canada,Remote,Canada,"Medium Enterprise"
364,2022,Senior,"full time","Data Engineer","Data Engineering",160000,USA,"On Site",USA,"Large Enterprise"
365,2022,Senior,"full time","Data Scientist","Data Science",138600,USA,Remote,USA,"Medium Enterprise"
366,2022,Senior,"full time","Data Engineer","Data Engineering",136000,USA,"On Site",USA,"Medium Enterprise"
367,2022,mid-level,"full time","Data Analyst","Data Analysis",58000,USA,"On Site",USA,"Small Enterprise"
368,2022,Senior,"full time","Analytics Engineer","Data Analysis",135000,USA,Remote,USA,"Medium Enterprise"
369,2022,Senior,"full time","Data Scientist","Data Science",170000,USA,Remote,USA,"Medium Enterprise"
370,2022,Senior,"full time","Data Scientist","Data Science",123000,USA,Remote,USA,"Medium Enterprise"
371,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",189650,USA,"On Site",USA,"Medium Enterprise"
372,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",164996,USA,"On Site",USA,"Medium Enterprise"
373,2022,mid-level,"full time","ETL Developer","Data Engineering",54957,Greece,"On Site",Greece,"Medium Enterprise"
374,2022,mid-level,"full time","ETL Developer","Data Engineering",54957,Greece,"On Site",Greece,"Medium Enterprise"
375,2022,Senior,"full time","Lead Data Engineer","Data Engineering",118187,Canada,Remote,Canada,"Small Enterprise"
376,2022,Senior,"full time","Data Analyst","Data Analysis",132000,USA,"On Site",USA,"Medium Enterprise"
377,2022,Senior,"full time","Data Engineer","Data Engineering",165400,USA,Remote,USA,"Medium Enterprise"
378,2022,Senior,"full time","Data Architect","Data Architecture",208775,USA,Remote,USA,"Medium Enterprise"
379,2022,Senior,"full time","Data Architect","Data Architecture",147800,USA,Remote,USA,"Medium Enterprise"
380,2022,Senior,"full time","Data Engineer","Data Engineering",136994,USA,Remote,USA,"Medium Enterprise"
381,2022,Senior,"full time","Data Engineer","Data Engineering",101570,USA,Remote,USA,"Medium Enterprise"
382,2022,Senior,"full time","Data Analyst","Data Analysis",128875,USA,Remote,USA,"Medium Enterprise"
383,2022,Senior,"full time","Data Analyst","Data Analysis",93700,USA,Remote,USA,"Medium Enterprise"
384,2022,Senior,"full time","Head of Machine Learning","Artificial Intelligence",79039,India,Hybrid,India,"Large Enterprise"
385,2022,Senior,"full time","Data Engineer","Data Engineering",132320,USA,Remote,USA,"Medium Enterprise"
386,2022,Junior,"full time","Machine Learning Engineer","Artificial Intelligence",37300,"United Kingdom",Remote,"United Kingdom","Large Enterprise"
387,2022,Senior,"full time","Data Analyst","Data Analysis",164000,USA,"On Site",USA,"Medium Enterprise"
388,2022,Senior,"full time","Data Engineer","Data Engineering",155000,USA,Remote,USA,"Medium Enterprise"
389,2022,mid-level,"full time","Machine Learning Engineer","Artificial Intelligence",124333,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
390,2022,mid-level,"full time","Machine Learning Engineer","Artificial Intelligence",98158,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
391,2022,mid-level,"full time","AI Scientist","Data Science",120000,USA,"On Site",USA,"Medium Enterprise"
392,2022,Senior,"full time","Data Analyst","Data Analysis",112900,USA,Remote,USA,"Medium Enterprise"
393,2022,Senior,"full time","Data Analyst","Data Analysis",90320,USA,Remote,USA,"Medium Enterprise"
394,2022,Senior,"full time","Data Analytics Manager","Data Analysis",145000,USA,Remote,USA,"Medium Enterprise"
395,2022,Senior,"full time","Data Analytics Manager","Data Analysis",105400,USA,Remote,USA,"Medium Enterprise"
396,2022,mid-level,"full time","Machine Learning Engineer","Artificial Intelligence",87932,France,Remote,Germany,"Medium Enterprise"
397,2022,mid-level,"full time","Data Engineer","Data Engineering",117789,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
398,2022,Senior,"full time","Data Scientist","Data Science",215300,USA,Remote,USA,"Large Enterprise"
399,2022,Senior,"full time","Data Scientist","Data Science",158200,USA,Remote,USA,"Large Enterprise"
400,2022,Senior,"full time","Data Engineer","Data Engineering",209100,USA,Remote,USA,"Large Enterprise"
401,2022,Senior,"full time","Data Engineer","Data Engineering",154600,USA,Remote,USA,"Large Enterprise"
402,2022,Senior,"full time","Data Analyst","Data Analysis",115934,USA,"On Site",USA,"Medium Enterprise"
403,2022,Senior,"full time","Data Analyst","Data Analysis",81666,USA,"On Site",USA,"Medium Enterprise"
404,2022,Senior,"full time","Data Engineer","Data Engineering",175000,USA,Remote,USA,"Medium Enterprise"
405,2022,mid-level,"full time","Data Engineer","Data Engineering",98158,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
406,2022,mid-level,"full time","Data Analyst","Data Analysis",58000,USA,"On Site",USA,"Small Enterprise"
407,2022,Senior,"full time","Data Engineer","Data Engineering",183600,USA,Remote,USA,"Large Enterprise"
408,2022,mid-level,"full time","Data Analyst","Data Analysis",52351,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
409,2022,Senior,"full time","Data Scientist","Data Science",180000,USA,Remote,USA,"Medium Enterprise"
410,2022,mid-level,"full time","Data Scientist","Data Science",71982,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
411,2022,mid-level,"full time","Data Scientist","Data Science",45807,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
412,2022,mid-level,"full time","Data Engineer","Data Engineering",65949,Greece,Remote,Greece,"Medium Enterprise"
413,2022,mid-level,"full time","Data Engineer","Data Engineering",49461,Greece,Remote,Greece,"Medium Enterprise"
414,2022,mid-level,"full time","Data Engineer","Data Engineering",78526,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
415,2022,mid-level,"full time","Data Engineer","Data Engineering",58894,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
416,2022,Senior,"full time","Data Scientist","Data Science",260000,USA,Remote,USA,"Medium Enterprise"
417,2022,Senior,"full time","Data Science Engineer","Data Science",60000,Argentina,Remote,Mexico,"Large Enterprise"
418,2022,mid-level,"full time","Data Engineer","Data Engineering",63900,USA,"On Site",USA,"Medium Enterprise"
419,2022,mid-level,"full time","Machine Learning Scientist","Data Science",160000,USA,Remote,USA,"Large Enterprise"
420,2022,mid-level,"full time","Machine Learning Scientist","Data Science",112300,USA,Remote,USA,"Large Enterprise"
421,2022,mid-level,"full time","Data Science Manager","Data Science",241000,USA,Remote,USA,"Medium Enterprise"
422,2022,mid-level,"full time","Data Science Manager","Data Science",159000,USA,Remote,USA,"Medium Enterprise"
423,2022,Senior,"full time","Data Scientist","Data Science",180000,USA,"On Site",USA,"Medium Enterprise"
424,2022,Senior,"full time","Data Scientist","Data Science",80000,USA,"On Site",USA,"Medium Enterprise"
425,2022,mid-level,"full time","Data Engineer","Data Engineering",82900,USA,"On Site",USA,"Medium Enterprise"
426,2022,Senior,"full time","Data Engineer","Data Engineering",100800,USA,Remote,USA,"Large Enterprise"
427,2022,mid-level,"full time","Data Engineer","Data Engineering",49461,Spain,Remote,Spain,"Medium Enterprise"
428,2022,Senior,"full time","Data Scientist","Data Science",140400,USA,"On Site",USA,"Large Enterprise"
429,2022,mid-level,"full time","Data Analyst","Data Analysis",39263,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
430,2022,mid-level,"full time","Data Analyst","Data Analysis",43966,Spain,Remote,Spain,"Medium Enterprise"
431,2022,mid-level,"full time","Data Analyst","Data Analysis",32974,Spain,Remote,Spain,"Medium Enterprise"
432,2022,mid-level,"full time","Data Engineer","Data Engineering",87932,Spain,Remote,Spain,"Medium Enterprise"
433,2022,mid-level,"full time","Data Engineer","Data Engineering",76940,Spain,Remote,Spain,"Medium Enterprise"
434,2022,mid-level,"full time","Data Engineer","Data Engineering",104702,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
435,2022,mid-level,"full time","Data Engineer","Data Engineering",91614,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
436,2022,mid-level,"full time","Data Engineer","Data Engineering",65949,Spain,Remote,Spain,"Medium Enterprise"
437,2022,mid-level,"full time","Data Engineer","Data Engineering",87932,Greece,Remote,Greece,"Medium Enterprise"
438,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",189650,USA,"On Site",USA,"Medium Enterprise"
439,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",164996,USA,"On Site",USA,"Medium Enterprise"
440,2022,mid-level,"full time","Data Analyst","Data Analysis",43966,Greece,Remote,Greece,"Medium Enterprise"
441,2022,mid-level,"full time","Data Analyst","Data Analysis",32974,Greece,Remote,Greece,"Medium Enterprise"
442,2022,mid-level,"full time","Data Engineer","Data Engineering",98158,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
443,2022,mid-level,"full time","Data Engineer","Data Engineering",78526,"United Kingdom",Remote,"United Kingdom","Medium Enterprise"
444,2022,Senior,"full time","Data Scientist","Data Science",215300,USA,"On Site",USA,"Large Enterprise"
445,2022,mid-level,"full time","Data Engineer","Data Engineering",76940,Greece,Remote,Greece,"Medium Enterprise"
446,2022,Senior,"full time","Data Engineer","Data Engineering",209100,USA,Remote,USA,"Large Enterprise"
447,2022,Senior,"full time","Data Engineer","Data Engineering",154600,USA,Remote,USA,"Large Enterprise"
448,2022,Senior,"full time","Data Engineer","Data Engineering",180000,USA,Remote,USA,"Medium Enterprise"
449,2022,Junior,"full time","Machine Learning Engineer","Artificial Intelligence",21983,Portugal,Remote,Portugal,"Large Enterprise"
450,2022,Senior,"full time","Data Engineer","Data Engineering",80000,USA,Remote,USA,"Medium Enterprise"
451,2022,mid-level,"full time","Machine Learning Developer","Artificial Intelligence",78791,Canada,Remote,Canada,"Medium Enterprise"
452,2022,Senior,"full time","Director of Data Science","Data Science",196979,Canada,Hybrid,Canada,"Large Enterprise"
453,2022,mid-level,"full time","Machine Learning Engineer","Artificial Intelligence",120000,USA,Remote,USA,"Small Enterprise"
454,2022,Junior,"full time","Computer Vision Engineer","Data Engineering",125000,USA,"On Site",USA,"Medium Enterprise"
455,2022,mid-level,"full time","NLP Engineer","Artificial Intelligence",37236,USA,Hybrid,USA,"Large Enterprise"
456,2022,Senior,"full time","Data Engineer","Data Engineering",105000,USA,Remote,USA,"Medium Enterprise"
457,2022,Senior,"full time","Lead Machine Learning Engineer","Artificial Intelligence",87932,Germany,"On Site",Germany,"Medium Enterprise"
458,2022,mid-level,"full time","Business Data Analyst","Data Analysis",18442,India,Remote,India,"Medium Enterprise"
459,2022,mid-level,"full time","Data Scientist","Data Science",31615,India,Remote,India,"Large Enterprise"
460,2022,mid-level,"full time","Machine Learning Infrastructure Engineer","Artificial Intelligence",58255,Portugal,Hybrid,Portugal,"Large Enterprise"
461,2022,Junior,"full time","Financial Data Analyst","Data Analysis",100000,USA,Hybrid,USA,"Large Enterprise"
462,2022,mid-level,"part time","Data Engineer","Data Engineering",54957,Germany,Hybrid,Germany,"Large Enterprise"
463,2022,Junior,"full time","Data Scientist","Data Science",18442,India,Remote,India,"Medium Enterprise"
464,2022,Senior,"full time","Principal Data Scientist","Data Science",162674,Germany,Remote,Germany,"Medium Enterprise"
465,2022,Junior,"full time","Data Engineer","Data Engineering",120000,USA,Remote,USA,"Medium Enterprise"
466,2022,Senior,"full time","Research Scientist","Data Science",144000,USA,Hybrid,USA,"Large Enterprise"
467,2022,Senior,"full time","Data Scientist","Data Science",104890,USA,Remote,USA,"Medium Enterprise"
468,2022,Senior,"full time","Data Engineer","Data Engineering",100000,USA,Remote,USA,"Medium Enterprise"
469,2022,Senior,"full time","Data Scientist","Data Science",140000,USA,Remote,USA,"Medium Enterprise"
470,2022,mid-level,"full time","Data Analyst","Data Analysis",135000,USA,Remote,USA,"Medium Enterprise"
471,2022,mid-level,"full time","Data Analyst","Data Analysis",50000,USA,Remote,USA,"Medium Enterprise"
472,2022,Senior,"full time","Data Scientist","Data Science",220000,USA,Remote,USA,"Medium Enterprise"
473,2022,Senior,"full time","Data Scientist","Data Science",140000,USA,Remote,USA,"Medium Enterprise"
474,2022,mid-level,"full time","Data Scientist","Data Science",183228,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
475,2022,mid-level,"full time","Data Scientist","Data Science",91614,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
476,2022,Senior,"full time","Data Scientist","Data Science",185100,USA,Remote,USA,"Medium Enterprise"
477,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",220000,USA,Remote,USA,"Medium Enterprise"
478,2022,mid-level,"full time","Data Scientist","Data Science",200000,USA,Remote,USA,"Medium Enterprise"
479,2022,mid-level,"full time","Data Scientist","Data Science",120000,USA,Remote,USA,"Medium Enterprise"
480,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",120000,UAE,Remote,UAE,"Small Enterprise"
481,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",65000,UAE,Remote,UAE,"Small Enterprise"
482,2022,Senior,"full time","Data Engineer","Data Engineering",324000,USA,Remote,USA,"Medium Enterprise"
483,2022,Senior,"full time","Data Engineer","Data Engineering",216000,USA,Remote,USA,"Medium Enterprise"
484,2022,Senior,"full time","Data Engineer","Data Engineering",210000,USA,Remote,USA,"Medium Enterprise"
485,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",120000,USA,Remote,USA,"Medium Enterprise"
486,2022,Senior,"full time","Data Scientist","Data Science",230000,USA,Remote,USA,"Medium Enterprise"
487,2022,Junior,"part time","Data Scientist","Data Science",100000,Algeria,Hybrid,Algeria,"Medium Enterprise"
488,2022,mid-level,"full time","Data Scientist","Data Science",100000,Canada,Remote,USA,"Medium Enterprise"
489,2022,Junior,contract,"Applied Machine Learning Scientist","Data Science",31875,Tunisia,Remote,"Czech Republic","Medium Enterprise"
490,2022,Senior,"full time","Head of Data","Data Engineering",200000,Malaysia,Remote,USA,"Medium Enterprise"
491,2022,mid-level,"full time","Principal Data Analyst","Data Analysis",75000,Canada,Remote,Canada,"Small Enterprise"
492,2022,mid-level,"full time","Data Scientist","Data Science",35590,Poland,Remote,Poland,"Large Enterprise"
493,2022,Senior,"full time","Machine Learning Developer","Artificial Intelligence",78791,Canada,Remote,Canada,"Medium Enterprise"
494,2022,Senior,"full time","Data Scientist","Data Science",100000,Brazil,Remote,USA,"Medium Enterprise"
495,2022,mid-level,"full time","Machine Learning Scientist","Data Science",153000,USA,Hybrid,USA,"Medium Enterprise"
496,2022,Junior,"full time","Data Engineer","Data Engineering",58035,Pakistan,Remote,Germany,"Medium Enterprise"
497,2022,Senior,"full time","Data Scientist","Data Science",165000,USA,Remote,USA,"Medium Enterprise"
498,2022,Senior,"full time","Research Scientist","Data Science",93427,France,Hybrid,France,"Large Enterprise"
499,2022,Junior,"full time","Data Scientist","Data Science",52396,Canada,Remote,Canada,"Large Enterprise"
500,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",62651,Netherlands,Remote,Netherlands,"Large Enterprise"
501,2022,mid-level,"full time","Head of Data","Data Engineering",32974,Estonia,Remote,Estonia,"Small Enterprise"
502,2022,Junior,"full time","Data Scientist","Data Science",40000,Japan,Remote,Malaysia,"Large Enterprise"
503,2022,mid-level,"full time","Machine Learning Engineer","Artificial Intelligence",87425,Australia,Remote,Australia,"Large Enterprise"
504,2022,Senior,"full time","Data Engineer","Data Engineering",115000,USA,Remote,USA,"Medium Enterprise"
505,2022,Junior,"full time","Data Scientist","Data Science",86703,Australia,Hybrid,Australia,"Medium Enterprise"
506,2022,mid-level,"full time","Applied Machine Learning Scientist","Data Science",75000,Bolivia,Remote,USA,"Large Enterprise"
507,2022,mid-level,"full time","Research Scientist","Data Science",64849,Austria,"On Site",Austria,"Large Enterprise"
508,2022,Junior,"full time","Research Scientist","Data Science",120000,USA,Remote,USA,"Large Enterprise"
509,2022,mid-level,"full time","Applied Data Scientist","Data Science",157000,USA,Remote,USA,"Large Enterprise"
510,2022,Junior,"full time","Computer Vision Software Engineer","Data Engineering",150000,Australia,Remote,Australia,"Small Enterprise"
511,2022,mid-level,"full time","Business Data Analyst","Data Analysis",70912,Canada,Hybrid,Canada,"Large Enterprise"
512,2022,Junior,"full time","Data Engineer","Data Engineering",65000,USA,Remote,USA,"Small Enterprise"
513,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",71444,Ireland,Remote,Ireland,"Small Enterprise"
514,2022,Junior,"full time","Data Analytics Engineer","Data Analysis",20000,Pakistan,"On Site",Pakistan,"Medium Enterprise"
515,2022,mid-level,"full time","Data Scientist","Data Science",48000,Russia,Remote,USA,"Small Enterprise"
516,2022,Senior,"full time","Data Science Manager","Data Science",152500,USA,Remote,USA,"Medium Enterprise"
517,2022,mid-level,"full time","Data Engineer","Data Engineering",68147,France,Remote,France,"Medium Enterprise"
518,2022,mid-level,"full time","Data Scientist","Data Science",122346,Switzerland,"On Site",Switzerland,"Large Enterprise"
